emp_no,last_name,first_name,hire_date
34850,Paludetto,Hailing,6/28/86
34855,Kohling,Hitomi,11/1/86
34868,Roisin,Shounak,4/15/86
34873,Ruemmler,Ingmar,1/12/86
34874,Beetstra,Katsuo,11/16/86
34878,Merks,Aamer,12/31/86
34890,Conta,Hein,1/23/86
34898,Spinelli,Valeska,8/29/86
34924,Ginneken,Ronghao,10/7/86
34927,Etalle,Douadi,6/12/86
34930,Dayana,Odinaldo,8/19/86
34938,Penz,Macha,7/30/86
34941,Heering,Susanne,8/22/86
34945,Xiaoshan,Khosrow,7/26/86
34954,Badache,Serap,10/20/86
34970,Homond,Conor,4/13/86
34979,Gulak,Peer,5/2/86
34998,Berstel,Hitofumi,4/25/86
35017,Hoppenstand,Nikolaus,4/22/86
35018,Boreale,Bernardo,6/4/86
35031,Pearson,Horward,10/29/86
35032,Ginesta,Fox,12/19/86
35036,Chappelet,Shaunak,1/19/86
35042,Servieres,Nahid,12/5/86
35045,Hagimont,Tooru,5/6/86
35046,Luders,Sachem,4/29/86
35061,Uhrig,Mototsugu,4/18/86
35065,Lalonde,Demin,3/7/86
35071,Usdin,Sajjad,8/11/86
35073,Dayana,Magdalena,3/8/86
35085,Goldhammer,Chandrasekaran,11/25/86
35095,Choobineh,Breannda,7/21/86
35109,Xiaoshan,Arup,1/5/86
35114,Kranzdorf,Nahla,9/3/86
35115,Chelton,Bilhanan,1/23/86
35140,Uchoa,Martien,2/22/86
35145,Dredge,Aria,9/20/86
35152,Lubachevsky,Khaled,1/31/86
35158,Pramanik,Anestis,7/31/86
35161,Riefers,Tadahiko,9/20/86
35162,Baig,Susanna,9/20/86
35195,Peir,Mart,9/11/86
35198,Boguraev,Menkae,8/15/86
35206,Kamber,Akhilish,4/29/86
35212,Limongiello,Tonia,7/7/86
35227,Schnabel,Hironobu,7/19/86
35232,Vingron,Prodip,3/24/86
35248,Passafiume,Tua,1/18/86
35281,Poujol,Yongqiao,7/14/86
35287,Conta,Yucel,5/14/86
35301,Worfolk,Basim,6/26/86
35324,Koshino,Martina,6/16/86
35329,Lukaszewicz,Goetz,11/23/86
35331,Ghazalie,Basim,8/14/86
35332,Assaf,Xiaoqiu,7/15/86
35345,Tiemann,Divier,1/6/86
35354,Henders,Panayotis,12/28/86
35358,Perelgut,Xiping,12/29/86
35376,Kobuchi,Nahum,9/1/86
35379,Plavsic,Peer,12/14/86
35387,Coors,Tzvetan,6/24/86
35390,Reistad,Bojan,8/30/86
35394,Muchinsky,Shmuel,12/24/86
35400,Klassen,Marko,8/11/86
35404,Miake,Boalin,9/21/86
35422,Vandervoorde,Eben,5/8/86
35425,Desikan,Hinrich,6/29/86
35430,Chimia,Eldridge,9/29/86
35437,Narwekar,Idoia,9/25/86
35444,Bennet,Jeong,7/3/86
35451,Naudin,Jinya,12/14/86
35453,Angiulli,Jinpo,9/5/86
35470,Ranai,Satoru,11/1/86
35476,Heinisuo,Frederique,11/25/86
35495,Lichtner,Monique,7/7/86
35502,Lorcy,Shih,6/25/86
35513,Waleschkowski,Aamod,11/6/86
35514,Gien,Krassimir,9/20/86
35520,Wiegley,Lillian,3/17/86
35523,Vieri,Tomofumi,8/15/86
35554,Bahl,Aran,5/6/86
35557,Cooman,Rosalyn,9/7/86
35558,Staudhammer,Kshitij,12/22/86
35565,Yeung,Chiradeep,6/26/86
35582,Redmiles,Make,9/15/86
35589,Trystram,Kyoichi,1/13/86
35595,Khalid,Mona,5/16/86
35596,Sluis,Dmitri,11/12/86
35607,Peltason,Magy,4/12/86
35610,Kornyak,Aruna,2/12/86
35611,Ramsak,Khue,8/10/86
35617,Yemenis,Guozhong,2/4/86
35619,Zirintsis,Leif,11/21/86
35626,Axelband,Yishay,12/13/86
35630,Speek,Bartek,12/13/86
35646,Horswill,Sugwoo,1/23/86
35663,Bahi,Wilmer,4/14/86
35664,Kermarrec,Dhritiman,3/16/86
35675,Panwar,Huai,8/13/86
35684,Isaak,Goetz,3/22/86
35699,Blokdijk,Divine,12/31/86
35711,Ghelli,Apostol,4/7/86
35714,Maraist,Odysseas,9/4/86
35719,Waschkowski,Kensei,12/29/86
35724,Sevcikova,Martien,10/23/86
35730,Szilard,Dipayan,4/23/86
35737,Ghazalie,Shushma,10/26/86
35740,Hitomi,Mohan,1/6/86
35746,Ranka,Alagu,3/7/86
35758,Hambrick,Kwee,2/18/86
35768,Christianini,Xudong,9/24/86
35775,Ghelli,Basim,4/29/86
35788,Burnard,Weiyi,1/4/86
35792,Taneja,Seongbin,3/14/86
35802,Lorys,Hyuncheol,3/10/86
35834,Steinauer,Arvin,12/29/86
35835,Esteva,Yoshimitsu,10/7/86
35847,Attimonelli,Serif,6/29/86
35855,Vilarrasa,Arif,1/30/86
35875,Vecchi,Arup,2/22/86
35877,Ladret,Arun,8/15/86
35892,Olivero,Ghassan,1/7/86
35901,Garnier,Nikolaos,6/14/86
35906,Krychniak,Jackson,1/13/86
35915,Terwilliger,Gina,2/9/86
35927,Verspoor,Seongbae,10/23/86
35948,Sifakis,Serge,6/7/86
35955,Versino,Cristinel,12/17/86
35956,Bottner,Frederique,5/15/86
35958,Besselaar,Sadok,1/14/86
35960,Danlos,Adam,11/16/86
35973,Maksimenko,Lijie,12/15/86
35979,Stanfel,Alenka,3/17/86
35988,Felcyn,Denis,11/9/86
35994,Conia,Ibibia,9/29/86
36008,Weiland,Danae,2/18/86
36013,Sudkamp,Rosine,4/8/86
36022,Farrar,Satyanarayana,11/12/86
36040,Siprelle,Amalendu,7/24/86
36055,Rubsam,Changho,5/4/86
36059,Dulli,Stamatina,3/25/86
36060,Matteis,Jixiang,4/11/86
36073,Gire,Shirish,10/11/86
36080,Grabner,Sachar,10/1/86
36081,Biron,Premsyl,6/19/86
36085,Schwabacher,King,2/10/86
36096,Bernardeschi,Marin,12/24/86
36097,Buchter,Feixiong,11/8/86
36114,Lanteri,Alassane,3/15/86
36123,Gajiwala,Sreenivas,10/13/86
36137,Famili,Fai,10/21/86
36146,Heusch,Aamer,4/30/86
36147,Syrotiuk,Richard,1/30/86
36153,Riesenhuber,Yongmin,11/9/86
36178,Valette,Bernt,8/18/86
36200,Brodie,Pohua,3/10/86
36224,Wrigley,Ziya,5/1/86
36226,Bauknecht,Kwun,9/16/86
36229,Maliniak,Lorien,11/21/86
36230,Borovoy,Khatoun,2/14/86
36235,Rebaine,Rajmohan,1/28/86
36237,Bouloucos,Shichao,5/6/86
36239,Luit,Phule,10/5/86
36250,Gomatam,Augustine,7/23/86
36260,Domenig,Jungsoon,9/7/86
36265,Zolotykh,Subhankar,2/5/86
36272,Alencar,Valeri,10/21/86
36281,Liesche,Insup,8/6/86
36286,Lamba,Gen,3/11/86
36294,Pagter,Keung,6/3/86
36310,Anger,Manibrata,4/21/86
36311,Burnard,Jahangir,5/20/86
36315,Openshaw,Ortrun,7/3/86
36316,Fritzsche,Seongbae,12/27/86
36327,Sadowsky,Falguni,3/18/86
36332,Ginneken,Zhiwei,3/25/86
36336,Mitzlaff,Yoshimitsu,9/15/86
36339,Percebois,Garnet,11/15/86
36342,Krohn,Tremaine,2/4/86
36343,Sidje,Gila,9/25/86
36344,Foong,Boriana,4/27/86
36351,Munch,Tesuya,8/20/86
36368,Farris,Shaibal,12/14/86
36369,Suwa,Harjit,8/26/86
36371,Facello,Cristinel,10/14/86
36377,Gruenwald,Jeanna,8/4/86
36385,Champarnaud,Takanari,11/26/86
36399,Rathonyi,Zita,3/11/86
36407,Rohrbach,Falguni,3/23/86
36423,Tibblin,Rosli,1/4/86
36434,Bolsens,Uinam,1/29/86
36439,Ranze,Rance,10/7/86
36448,Billawala,Pantung,11/20/86
36455,Masada,Chrisa,7/29/86
36471,Tokunaga,Jessie,6/3/86
36484,Melter,Hein,5/20/86
36512,Thibadeau,Manton,3/6/86
36520,Luke,Makato,2/23/86
36537,Kawashima,Adin,2/5/86
36539,Farrar,Gopalakrishnan,10/8/86
36540,Verspoor,Djenana,3/1/86
36543,Hennebert,Chriss,10/4/86
36556,Demos,Martijn,9/7/86
36564,Peyn,Guttorm,12/8/86
36577,Aamodt,Mahmut,4/10/86
36578,Rindone,Radoslaw,12/30/86
36585,Aamodt,Menkae,2/7/86
36591,Goodrum,Heeju,12/11/86
36596,Rodham,Anoosh,2/25/86
36605,Strehl,Zijian,1/31/86
36606,Peltason,Dipankar,5/12/86
36626,Genin,Fen,5/9/86
36629,Kambil,Jouni,10/1/86
36640,Masand,Suebskul,2/14/86
36646,Stranks,Jouko,7/12/86
36649,Chorvat,Sachem,7/17/86
36663,Baalen,Shridhar,1/25/86
36675,Klerer,Shuji,5/14/86
36687,Engelmann,Moto,6/18/86
36689,Coullard,Rosalie,9/29/86
36692,Guerreiro,Bedir,4/12/86
36705,Berztiss,Zissis,11/9/86
36713,Szemeredi,Debaprosad,10/29/86
36721,Crooks,Koichi,8/27/86
36739,Kuzuoka,Ymte,12/12/86
36770,Berendt,Eben,10/31/86
36771,Ghemri,Byong,5/12/86
36799,Murtagh,Tetsushi,7/12/86
36811,Rissland,Seshu,7/20/86
36813,Ushiama,Moto,2/5/86
36815,Tagansky,Unal,8/27/86
36818,Lovengreen,Marsal,9/29/86
36820,Aingworth,Navin,5/19/86
36828,Shumilov,Martial,6/3/86
36830,Fiebach,Guiseppe,10/3/86
36838,Bennis,Guozhong,2/26/86
36851,Ressouche,Mang,4/29/86
36856,Erdi,Eric,12/6/86
36859,Delgrande,Lalit,4/24/86
36874,Aloia,Genki,12/14/86
36877,Ranst,Shahaf,3/31/86
36880,Setlzner,Dzung,11/2/86
36882,Lodder,Janalee,7/20/86
36891,Plump,Gregory,7/11/86
36899,Jenevein,Tetsushi,4/28/86
36906,Kornyak,Anoosh,6/28/86
36917,Karunanithi,Kolar,12/6/86
36920,Zuberek,Lobel,8/4/86
36923,Jeong,Parviz,1/4/86
36935,Fadgyas,Toshiki,3/9/86
36936,Kamble,Rafols,10/26/86
36943,Skafidas,Aram,7/14/86
36952,Provine,Shigeichiro,11/17/86
36959,Jenevein,Morrie,5/6/86
36971,Zaumen,Marie,1/9/86
36986,Lalonde,Fabrizio,4/27/86
36988,Pepe,Wayne,5/14/86
36991,Baalen,Gadiel,6/8/86
36994,Naudin,Phillip,8/9/86
36998,Maliniak,Phule,1/17/86
37012,Doering,Gaetan,2/27/86
37022,Kobara,Arne,4/1/86
37023,Flasterstein,Shiv,1/30/86
37025,Snedden,Constantino,9/5/86
37062,Anido,Szabolcs,11/15/86
37063,Delaune,Gaetan,5/23/86
37075,Zockler,Kwangjo,5/12/86
37092,Laurillard,Ung,6/1/86
37103,Pileggi,Kazuhira,8/1/86
37104,Trelles,Junichi,12/5/86
37132,Merkl,Satoru,1/5/86
37153,Perz,Fun,6/6/86
37164,Coney,Fuqing,4/13/86
37174,Eiron,Rosli,3/17/86
37182,Orlowski,Takushi,3/18/86
37202,Uehara,Rosine,8/10/86
37203,Aloia,Paloma,1/30/86
37217,Luit,Nathalie,1/5/86
37233,Speer,Susanne,8/11/86
37237,Valiente,Zito,2/14/86
37259,Tanemo,Gen,6/7/86
37261,Facello,Zijian,6/30/86
37263,Rotem,Aris,5/13/86
37271,Raoux,Falguni,8/12/86
37284,Thisen,Reinhard,9/11/86
37285,Lamba,Koldo,2/6/86
37294,Heping,Elvis,8/10/86
37306,Braunschweig,Mingzeng,11/8/86
37311,Eickenmeyer,Lihong,4/11/86
37318,Isard,Alejandro,6/9/86
37328,Quadeer,Yolla,1/18/86
37330,Trelles,Tze,1/11/86
37332,Jeong,Jordanka,3/14/86
37356,Menhardt,Mario,1/30/86
37410,Lunt,Mingdong,5/28/86
37416,Raczkowsky,Tamiya,12/11/86
37432,Dichev,Gino,7/13/86
37436,Tagansky,Remco,3/13/86
37441,Fargier,Lein,11/4/86
37442,Lipner,Subhada,5/9/86
37454,Bernardeschi,KayLiang,2/4/86
37456,Quaggetto,Shih,1/22/86
37465,Henders,Jaideep,10/13/86
37471,Nicolson,Subhash,7/8/86
37472,Schueller,Carrsten,5/2/86
37474,Debuse,Odysseas,6/28/86
37478,Mahmud,Kenton,12/11/86
37493,Doering,Collette,4/18/86
37512,Hammerschmidt,Jiann,1/24/86
37524,Fetvedt,Hidde,5/27/86
37549,Panangaden,Baruch,12/8/86
37551,Boyle,Sajjad,1/23/86
37560,Kakkar,Gift,7/28/86
37573,Bolotov,Stepehn,2/14/86
37575,Speckmann,Jaroslava,12/30/86
37595,Salverda,Serif,3/7/86
37600,Engelmann,Kerhong,4/10/86
37612,Sridhar,Etsuo,8/5/86
37619,DuCasse,Xuedong,9/23/86
37620,Morton,Xinyu,3/29/86
37646,England,Ohad,7/8/86
37656,Paciorek,Ortrun,11/18/86
37659,Armand,Florina,7/23/86
37665,Beetstra,Kokou,9/29/86
37675,Marshall,Chikara,9/17/86
37680,McDermid,Shalesh,10/3/86
37686,Ohori,Kiyokazu,3/26/86
37693,Velardi,Garnik,11/7/86
37700,Ballarin,Shahaf,5/19/86
37711,Godskesen,Sampalli,1/1/86
37716,Hutton,Gill,3/23/86
37719,Buescher,Nakhoon,7/28/86
37722,Laventhal,Stein,3/31/86
37724,Gronowski,Owen,3/19/86
37725,Reeken,Khalid,8/3/86
37729,Riesenhuber,Marc,9/3/86
37738,Bach,Sverrir,10/21/86
37751,DuBourdieux,Jacopo,7/16/86
37767,Roohalamini,Siamak,11/23/86
37768,Carrere,Taizo,11/3/86
37770,Frijda,Margareta,12/10/86
37777,Vidal,Gaurav,5/3/86
37778,Menyhert,Moto,8/25/86
37786,Besselaar,Mara,9/17/86
37791,Schaaf,Ebbe,12/5/86
37797,Gente,Tonny,4/1/86
37801,Yoshizawa,Oldrich,11/5/86
37812,Moffat,Jayson,1/20/86
37813,Kamble,Paddy,2/2/86
37814,Salvesen,Adel,9/12/86
37822,Huhdanpaa,Gou,10/21/86
37827,Zwicker,Olivera,8/1/86
37839,Rosenbaum,Somnath,5/2/86
37843,Sudbeck,Shirish,8/22/86
37852,Lunt,Christophe,9/4/86
37855,Loncour,Yinlin,3/19/86
37859,Erdi,Suvo,4/13/86
37862,Masaki,Barun,4/29/86
37864,Chinin,Inderjeet,8/22/86
37869,Schrift,Jayesh,4/5/86
37871,Reghbati,Bernice,10/14/86
37872,Beilner,Frazer,1/13/86
37877,Kampfer,Erzsebet,2/15/86
37883,Reistad,Marin,12/20/86
37886,Serdy,Christoph,10/7/86
37904,Shanbhogue,Arch,8/7/86
37908,Mersereau,Mohua,8/3/86
37922,Maierhofer,Martial,3/22/86
37948,Zykh,Jayson,10/24/86
37960,Mitina,Ortrun,4/1/86
37974,Zwicker,Aran,2/3/86
37997,Maliniak,Akemi,2/28/86
38012,Beznosov,Quingbo,11/26/86
38018,Glowinski,Piyush,6/4/86
38028,Driscoll,Martins,2/27/86
38038,Stenning,Aron,3/31/86
38039,Perin,Pranjal,9/23/86
38055,Baranowski,Jianwen,5/9/86
38094,Soicher,Deborah,1/20/86
38101,Yurek,Xiahua,1/17/86
38106,Conte,Ennio,3/27/86
38107,Puppe,Nahla,3/4/86
38110,Francisci,Mariangiola,4/3/86
38119,Wilharm,Dulce,6/9/86
38120,Itzfeldt,Oksana,11/29/86
38123,Cummings,Kien,1/30/86
38128,Gajiwala,Udo,2/15/86
38146,Plavsic,Paddy,4/29/86
38156,Honglei,Akeel,9/26/86
38178,Aingworth,Lech,8/16/86
38189,Beznosov,Mang,5/24/86
38191,Suomi,Huei,12/29/86
38206,Jeansoulin,Ugo,1/15/86
38210,Hockney,Kristen,4/15/86
38214,Wegerle,Brewster,3/6/86
38220,Terkki,Maya,8/31/86
38223,Narahara,Chinya,4/17/86
38239,Gammage,Ghassan,6/7/86
38255,Flexer,Zine,7/29/86
38260,Vieri,Torsten,1/6/86
38263,Sichman,Ronnie,3/8/86
38266,Conte,Gila,9/3/86
38302,Kabayashi,Mads,3/27/86
38308,Alvarado,Adit,11/12/86
38310,Asmuth,Reuven,12/20/86
38313,Leaver,Seshu,9/10/86
38325,Kruskal,Charlene,2/23/86
38328,Muhlberg,Richard,8/24/86
38337,Boguraev,Ulises,4/15/86
38347,Woycyznski,Tzu,12/23/86
38354,Klyachko,Serap,6/4/86
38359,Chinin,Huei,11/12/86
38383,Herber,Weiru,4/17/86
38402,Boguraev,Yuqun,1/8/86
38411,Tomescu,Hsiangchu,12/10/86
38412,Lanzelotte,Subir,12/10/86
38442,Baalen,Marco,9/17/86
38460,Vanwelkenhuysen,Chuanyi,1/12/86
38461,Kusakabe,Khoa,11/12/86
38473,Onuegbe,Lena,3/28/86
38474,Wrigley,Hsiangchu,6/9/86
38495,Kushnir,Sasan,11/2/86
38499,Klassen,Utpal,4/5/86
38528,Pellegrinelli,Stabislas,4/7/86
38529,Maliniak,Nectarios,1/16/86
38533,Wilfing,Visit,11/18/86
38551,Angelopoulos,Sangeeta,8/15/86
38579,Olivero,Ortrun,5/18/86
38586,Bressoud,Brigham,6/17/86
38593,Orsini,Huei,6/4/86
38608,Journel,Florian,3/31/86
38628,Mateescu,Zorica,7/20/86
38647,Codenie,Sandeepan,2/20/86
38656,Chenoweth,Mayuri,6/13/86
38673,Sethi,Tomoyuki,12/2/86
38686,Spinelli,Aral,4/16/86
38687,Minakawa,Fumiyo,1/15/86
38690,Schnabel,Ipke,3/21/86
38691,Denos,Georgi,5/30/86
38697,Warwick,Hercules,5/30/86
38701,Irland,Kristian,6/3/86
38737,Herbst,Owen,9/21/86
38762,Felder,Mingsen,4/11/86
38793,Duclos,Tetsushi,6/6/86
38796,Ramras,Theirry,4/30/86
38810,Roccetti,Pohua,1/2/86
38820,Delgrossi,Denis,11/29/86
38835,Serre,Adel,4/26/86
38836,Baalen,Adit,8/1/86
38852,Lorys,Niranjan,8/13/86
38854,Bail,Manibrata,6/12/86
38878,Champarnaud,Hauke,10/9/86
38879,Morton,Tsz,6/13/86
38882,Gimarc,Aemilian,11/8/86
38885,Senzako,Adit,8/13/86
38892,Ghazalie,Khoa,2/28/86
38893,Czap,Shay,5/9/86
38896,Ratnakar,Mayuri,11/30/86
38897,Berendt,Rasiah,9/20/86
38898,Perng,Quingbo,6/19/86
38906,Chleq,Peternela,1/12/86
38913,Weedman,Jacopo,3/29/86
38915,Hanratty,Divine,4/5/86
38928,Rissanen,Hilary,10/31/86
38942,Xiaoshan,Danco,10/24/86
38973,Anily,Bartek,11/14/86
38993,Aseltine,Gal,5/25/86
38996,Panwar,Berry,11/26/86
38997,Egerstedt,Abdelkader,4/25/86
39043,Ferretti,Kersti,1/8/86
39046,Uhrig,Ymte,3/17/86
39058,Casley,Hitofumi,4/13/86
39070,Bolsens,Lena,7/16/86
39076,Merli,Sachio,6/28/86
39079,Baek,Mahmut,7/8/86
39081,Lunn,Shalesh,5/11/86
39113,Aumann,Janche,10/22/86
39116,Farris,Goetz,5/26/86
39117,Setia,Lunjin,6/25/86
39132,Massonet,Uta,8/26/86
39136,Bael,Jeane,5/27/86
39151,Erbe,Stamatina,7/7/86
39154,Chepyzhov,Eric,6/11/86
39161,Panangaden,Basim,7/27/86
39166,Jenevein,Dante,8/1/86
39174,Heusch,Jinya,10/22/86
39179,Dalphin,Uma,8/18/86
39194,Imataki,Arun,7/15/86
39201,Restivo,Katsuo,1/8/86
39211,Castellani,Greger,11/23/86
39215,Pouyioutas,Haldon,7/12/86
39220,Showalter,Dinah,5/4/86
39235,Munch,Filipp,10/25/86
39256,Meriste,Van,11/22/86
39262,Vecchi,Karoline,8/3/86
39271,Rahimi,Gianluca,11/17/86
39281,DuBourdieux,Maya,6/14/86
39282,Godskesen,Paddy,1/27/86
39295,Ginesta,Yuchang,4/1/86
39302,Uchoa,Yagil,7/5/86
39304,Plesums,Aram,9/29/86
39305,Jonsson,Shem,5/31/86
39307,Ibel,KayLiang,6/12/86
39312,Cmelik,Goh,6/4/86
39320,Ossenbruggen,Katsuo,5/12/86
39321,Wilfing,Arie,1/8/86
39323,Ratnaker,Zita,6/20/86
39326,Luan,Yucai,8/22/86
39328,Itschner,DeForest,1/12/86
39337,Miake,Shaowen,4/30/86
39343,Kossowski,Prodip,6/12/86
39356,Ducloy,Duke,6/10/86
39358,Flasterstein,Zongyan,12/17/86
39375,Schurmann,Yagil,5/16/86
39377,Alpin,Mingzeng,9/1/86
39381,Zizka,Remco,1/4/86
39389,Wroclawski,Mary,7/22/86
39395,Sommer,Kwok,3/26/86
39402,Krider,Jacqueline,5/27/86
39406,Giaccio,Giordano,7/23/86
39410,Lortz,Heng,3/3/86
39412,Rodiger,Kristina,8/30/86
39454,Dymetman,Hidefumi,1/18/86
39460,Kroon,Kwangho,7/1/86
39467,Msuda,Behnaam,5/8/86
39481,Ratnakar,Mokhtar,3/1/86
39501,Baalen,Jaana,9/1/86
39514,Ligten,Tokuyasu,7/14/86
39527,Quaggetto,Mohit,4/7/86
39540,Maginnis,Leandro,5/9/86
39556,Gente,Yuguang,11/20/86
39562,Bridgland,Mart,4/19/86
39567,Kragelund,Francesca,5/3/86
39584,Cools,Vincent,12/21/86
39590,Tsukuda,Tadahiko,8/6/86
39592,Zongker,Brewster,1/18/86
39598,Docker,Behnaam,2/25/86
39607,Kropatsch,Gen,1/28/86
39616,Bael,Marjo,11/9/86
39643,Langford,Olivera,2/19/86
39659,Braunschweig,Jixiang,3/5/86
39663,Lanzelotte,Mabry,6/9/86
39672,Morton,Demos,12/1/86
39682,Yetto,Lucian,5/12/86
39690,Krupka,Jouko,5/1/86
39695,Preusig,Billur,5/6/86
39699,Merro,Masami,10/31/86
39703,Zaiane,Mabry,6/24/86
39725,Morton,Filipp,1/6/86
39729,Awdeh,Fan,6/21/86
39743,Piazza,Leucio,5/22/86
39762,Crooks,Yuichiro,5/13/86
39764,Schapire,Woody,9/9/86
39779,Zambonelli,Baziley,2/26/86
39780,Gyorkos,Alain,4/30/86
39782,Stanger,Arie,6/9/86
39784,Ossenbruggen,Venkatesan,11/4/86
39796,Setia,Shahid,5/5/86
39821,Schwartzbauer,Percy,12/22/86
39822,Fujisawa,Bingning,7/12/86
39823,Caine,Khalid,3/22/86
39836,Pileggi,Barton,7/31/86
39844,Asser,Arco,2/3/86
39845,Pavlopoulou,Mart,10/20/86
39852,Guenter,Willard,9/10/86
39859,Covnot,Mingsen,2/3/86
39862,Narahara,Shmuel,4/30/86
39868,Tomescu,Adas,4/18/86
39875,Magliocco,Jaideep,5/18/86
39878,Kushner,DeForest,7/4/86
39886,Erdmenger,Alassane,8/13/86
39890,Valiente,Sanjai,12/7/86
39891,Koprowski,Zine,8/24/86
39902,Zallocco,Pascal,10/11/86
39941,Tanemo,Gino,2/16/86
39947,Axelband,Steve,9/30/86
39948,Rotem,Gino,12/31/86
39949,Schlegelmilch,Ziya,11/18/86
39974,Stroustrup,Claude,4/10/86
39979,Cardazo,Serenella,2/10/86
39981,Biran,Renee,5/19/86
39982,Rosay,Nevio,5/22/86
39988,Spelt,Anoosh,3/1/86
39993,Schwartzburd,Waiman,11/21/86
40004,Stiles,Anneke,3/5/86
40006,Panienski,Basim,12/27/86
40008,Nittel,Yucai,7/3/86
40027,Rehfuss,Joydip,6/8/86
40034,Pews,Kayoko,12/10/86
40037,Verhoeff,Divine,9/14/86
40056,Ponthieu,Siddarth,9/7/86
40057,Kalloufi,Ghassan,8/4/86
40058,Valtorta,DeForest,5/10/86
40063,Hoogerwoord,Conal,6/9/86
40065,Reutenauer,Randy,5/1/86
40072,Cmelik,Morrie,6/20/86
40080,Bressoud,Eberhardt,7/12/86
40089,Hebert,Siamak,7/4/86
40106,Mukaidono,Zdislav,10/14/86
40111,Swist,Yagil,2/9/86
40114,Marrevee,Jiakeng,8/11/86
40116,Menhoudj,Weicheng,3/13/86
40124,Benzmuller,Emran,1/5/86
40127,Callaway,Kauko,12/16/86
40134,Brlek,Caolyn,5/9/86
40145,Fendler,Valter,8/24/86
40155,Eppinger,Arno,12/13/86
40170,Mayerwieser,Subir,12/11/86
40171,Pauthner,Otilia,9/10/86
40199,Heering,Lijia,7/15/86
40205,Provine,Genevieve,7/2/86
40206,Kowalchuk,Alassane,9/23/86
40209,Baar,Sariel,6/25/86
40225,Schieder,Shakhar,9/28/86
40245,Bael,Yucai,2/24/86
40257,Conte,Adit,4/22/86
40269,Ghazalie,Toshiki,7/20/86
40271,Decaestecker,Shigeaki,12/3/86
40291,Larfeldt,Sushant,3/18/86
40295,Vernadat,Marsja,12/27/86
40310,Marletta,Chaoyi,7/20/86
40312,Klyachko,Gor,8/15/86
40325,Gist,Vincent,7/3/86
40339,Lammel,Aleksandar,6/10/86
40349,Weisert,Kristof,3/12/86
40350,Bolsens,Nidapan,10/22/86
40361,Rajcani,Howell,11/2/86
40383,Pepe,Subhash,1/3/86
40389,Kobuchi,Mong,2/26/86
40398,Szilard,Radhia,5/17/86
40424,Ghazalie,Niteen,1/28/86
40441,Hanratty,Candida,11/4/86
40444,Ginneken,Garnik,1/12/86
40471,Straney,Shir,3/10/86
40475,Noriega,Deniz,10/12/86
40481,Oppitz,Shigehiro,4/19/86
40486,Kopetz,Leen,2/22/86
40487,Gulik,Valery,8/29/86
40496,Argence,Kyoichi,11/30/86
40512,Melton,Kwangjo,6/15/86
40517,Mattern,Hironoby,4/12/86
40525,Huhdanpaa,Dannz,11/6/86
40543,Merey,Chikako,6/10/86
40546,Edelhoff,Prasadram,7/12/86
40557,Asrin,Arfst,4/4/86
40567,Chenoweth,Jiann,4/23/86
40571,Parfitt,Lenore,7/19/86
40583,Gammage,Tetsurou,5/23/86
40587,Genin,Xiping,5/15/86
40592,Gniady,Yucai,3/22/86
40597,Limongiello,Fumiyo,7/11/86
40598,Mahmud,Berry,11/19/86
40600,Bazzichi,Arch,7/31/86
40606,Ranta,Janche,7/25/86
40617,Kuhnemann,Sariel,6/27/86
40618,Naudin,Breannda,6/7/86
40619,Berstel,Moti,4/29/86
40626,Lorin,Yannis,7/4/86
40657,Auyong,Gennady,7/15/86
40665,Murillo,Shushma,9/22/86
40668,Makinen,Heon,8/31/86
40680,Breugel,Iara,6/2/86
40685,Bugrara,Shawna,4/10/86
40690,Tomescu,Leni,12/13/86
40711,Gien,Arvin,6/22/86
40713,Brlek,Zhonghui,4/29/86
40714,Covnot,Lijie,7/5/86
40720,Sherertz,Barry,12/20/86
40726,Iisaka,Herbert,7/5/86
40740,Jullig,Ingmar,5/21/86
40748,Mundy,Paloma,2/12/86
40753,Benaini,Raimond,9/12/86
40760,Yetto,Munehiro,1/30/86
40764,Senzako,Shuky,9/29/86
40773,Aingworth,Shimshon,4/13/86
40810,Baak,Jingling,4/5/86
40818,Kuszyk,Masasuke,5/27/86
40842,Delgrande,Eldridge,11/20/86
40843,Schwabacher,Atreye,7/30/86
40853,Guardalben,Terresa,2/28/86
40856,Schaar,Gaurav,3/19/86
40858,Nannarelli,Siamak,1/11/86
40868,Malabarba,Limsoon,11/13/86
40869,Snedden,Flemming,2/12/86
40870,Oppitz,Feixiong,7/19/86
40889,Veeraraghavan,Jeong,8/21/86
40890,Vieri,Remmert,2/9/86
40904,Willoner,Fumiko,7/27/86
40905,Matzen,Radhia,1/18/86
40908,Acton,Hidde,8/10/86
40912,Munro,Hyuncheol,9/20/86
40925,Ariola,Jiong,4/13/86
40926,Ritcey,Wilmer,1/26/86
40929,McClure,Kendra,10/22/86
40931,Nittel,Shai,12/19/86
40935,Highland,Tzu,1/22/86
40936,Cappelli,Morrie,4/1/86
40940,Zyda,Uno,11/10/86
40956,Casperson,Erez,3/3/86
40963,Chinin,Lucian,11/11/86
40969,Talmon,Zhongwei,3/17/86
40973,Isard,Sampalli,12/29/86
40977,Sinicrope,Elvia,6/10/86
40983,Cherinka,Marla,12/1/86
40987,Sidou,Zeljko,3/15/86
40996,Kohling,Rimon,2/12/86
40999,Cmelik,Zvonko,11/13/86
